Date,compound,pos,neg,neu
2016-03-31,0.06772094594594594,0.05832432432432432,0.042858108108108105,0.8988040540540542
2016-04-01,0.13084568345323716,0.09124460431654677,0.03226798561151078,0.8764892086330941
2016-04-02,0.11456287878787874,0.07982575757575756,0.03368939393939394,0.8864696969696968
2016-04-03,0.10773253968253967,0.06189682539682538,0.019126984126984124,0.9189841269841269
2016-04-04,0.08693495440729483,0.05804559270516722,0.03212158054711246,0.9098358662613983
2016-04-05,0.07332492581602373,0.06551632047477746,0.02840059347181009,0.9060801186943623
2016-04-06,0.06938818897637797,0.06534120734908139,0.039396325459317594,0.8952650918635171
2016-04-07,0.04627028112449802,0.06759437751004019,0.03971887550200801,0.8926847389558228
2016-04-08,0.09134060606060598,0.0727131313131313,0.03975353535353536,0.8875373737373735
2016-04-09,0.1103541935483871,0.0654774193548387,0.024761290322580645,0.9097612903225805
2016-04-10,0.16632408376963356,0.09201570680628275,0.02229319371727749,0.8856963350785344
2016-04-11,0.1594139162561573,0.09526108374384235,0.03325985221674875,0.8714889162561584
2016-04-12,0.17418770114942525,0.09875402298850557,0.02604252873563218,0.8752068965517266
2016-04-13,0.1340166875784189,0.08734002509410291,0.029700125470514448,0.8829560853199496
2016-04-14,0.0835240601503759,0.06574248120300753,0.028375939849624065,0.9058834586466166
2016-04-15,0.09443918367346951,0.06168163265306129,0.02900272108843536,0.9093238095238105
2016-04-16,0.23915586206896547,0.09152183908045969,0.013820689655172417,0.8946620689655165
2016-04-17,0.16477162162162126,0.06774324324324306,0.0184027027027027,0.9138594594594587
2016-04-18,0.03804994182664333,0.06988598022105891,0.04981937172774864,0.8802981384525914
2016-04-19,0.09248603747714934,0.06794469835466059,0.036952468007312535,0.8951053473491579
2016-04-20,0.09878659274193553,0.0757872983870969,0.03669254032258065,0.8875141129032267
2016-04-21,0.01715394736842106,0.04909649122807018,0.04229385964912279,0.9086111111111108
2016-04-22,0.0423898911353033,0.06229860031104199,0.04031104199066874,0.8973856920684296
2016-04-23,0.04702964169381106,0.043273615635179126,0.029843648208469048,0.9268762214983713
2016-04-24,-0.02567983539094644,0.055213991769547346,0.0590123456790124,0.8857777777777776
2016-04-25,0.044581192660550495,0.04525000000000002,0.029430045871559608,0.9252832568807334
2016-04-26,0.02773272171253822,0.059733944954128496,0.0487935779816514,0.8914770642201842
2016-04-27,0.058198070175438606,0.05011052631578946,0.02814035087719298,0.9217526315789474
2016-04-28,0.0811147999999999,0.07357599999999995,0.042602,0.8838079999999999
2016-04-29,0.15636763565891448,0.09937209302325574,0.03308333333333331,0.8675426356589133
2016-04-30,0.42518509174311847,0.15809633027523032,0.010112385321100915,0.831754587155964
2016-05-01,0.09983465909090912,0.06822159090909088,0.03718181818181818,0.8945738636363639
2016-05-02,0.06429489361702127,0.06307234042553192,0.03465957446808508,0.902263829787234
2016-05-03,0.1243440860215053,0.08219623655913981,0.028432795698924734,0.889362903225806
2016-05-04,0.11825531249999992,0.07423750000000004,0.028862500000000003,0.8968906250000002
2016-05-05,0.10095875000000003,0.07571562499999998,0.039615625,0.8846687499999997
2016-05-06,0.07196942528735632,0.06475862068965516,0.030048275862068978,0.9051931034482756
2016-05-07,0.026661842105263147,0.06903289473684211,0.06865789473684213,0.8623092105263159
2016-05-08,-0.0025999999999999903,0.044897435897435875,0.05625641025641026,0.8988461538461539
2016-05-09,0.048863739376770514,0.04792917847025498,0.030263456090651567,0.9218073654390936
2016-05-10,0.08929285714285726,0.07834948979591835,0.04142346938775511,0.8802448979591839
2016-05-11,0.03615537634408603,0.052658602150537644,0.04501881720430106,0.9023252688172039
2016-05-12,0.027894736842105285,0.06321778584392015,0.05521052631578951,0.8815716878402909
2016-05-13,0.08006199999999997,0.06943250000000004,0.034602499999999994,0.8959550000000003
2016-05-14,0.1409736040609138,0.07310659898477156,0.019928934010152284,0.9069543147208126
2016-05-15,0.1139005102040817,0.07220918367346939,0.025551020408163257,0.9022397959183682
2016-05-16,0.09389516129032238,0.062461693548387105,0.02441733870967743,0.9131189516129036
2016-05-17,0.04822354211663067,0.05860475161987043,0.033993520518358536,0.9074103671706271
2016-05-18,0.1000096618357488,0.059570048309178704,0.02100724637681159,0.919417874396135
2016-05-19,0.0972163434903047,0.07330193905817176,0.03362603878116345,0.8930637119113563
2016-05-20,0.14187648351648333,0.08073406593406594,0.02501758241758242,0.8942439560439559
2016-05-21,0.1311278074866311,0.08394652406417115,0.03311229946524065,0.8829251336898394
2016-05-22,0.10338980891719744,0.06003821656050957,0.025127388535031853,0.9148216560509554
2016-05-23,0.11124865979381442,0.07203092783505158,0.027235051546391758,0.9007319587628864
2016-05-24,0.14844164556962,0.08791392405063289,0.026997468354430388,0.8850835443037984
2016-05-25,0.1366645756457562,0.08473431734317356,0.02238130381303813,0.8928868388683904
2016-05-26,0.11359741156169106,0.07682743744607413,0.026624676445211378,0.8965444348576367
2016-05-27,0.10065171026156938,0.0785050301810865,0.04120925553319916,0.8802877263581491
2016-05-28,0.2013133971291864,0.09390909090909087,0.023502392344497608,0.8825789473684218
2016-05-29,0.23519749999999987,0.1052,0.026008333333333335,0.8687916666666665
2016-05-30,0.19256359223300956,0.09972815533980574,0.02696116504854368,0.8733106796116504
2016-05-31,0.12558131487889265,0.07248788927335643,0.02986851211072665,0.8976262975778543
2016-06-01,0.11961612903225814,0.08143727598566315,0.028369175627240145,0.8901792114695338
2016-06-02,0.11594487632508838,0.06554770318021201,0.024265017667844526,0.9101908127208479
2016-06-03,0.17049449275362286,0.0880724637681158,0.023530434782608693,0.8883913043478264
